城市名,县区名,年份,城乡养老保险参保万人,城乡养老保险缴费万人,城乡养老保险离退休万人,城乡养老保险缴费万元,城乡养老保险支出万元,企业养老保险参保万人,企业养老保险缴费万人,企业养老保险离退休万人,企业养老保险缴费万元,企业养老保险支出万元,机关养老保险参保人数,机关养老保险缴费人数,机关养老保险离退休人数,机关养老保险缴费万元,机关养老保险支出万元,所属省份
文山壮族苗族自治州,广南县,2022,52.3073,,,,,,,,,,,,,,,云南省
文山壮族苗族自治州,广南县,2021,49.737,36.979,12.758,4200.7,,,,,,,,,,,,云南省
文山壮族苗族自治州,广南县,2020,48.6598,34.8543,13.8055,4233.29,,,,,,,,,,,,云南省
文山壮族苗族自治州,文山市,2020,22.9453,,,,,3.8906,,,,,11416,,,,,云南省
文山壮族苗族自治州,西畴县,2021,14.9998,11.2646,3.7352,,,0.6375,,,,,6391,,,,,云南省
乌兰察布市,化德县,2023,6.4158,3.437,2.9788,2944.1,5560.1,2.6564,1.2354,1.421,14416.39,44036.85,8059,4654,3405,9086.63,21868.63,内蒙古自治区
吴忠市,盐池县,2023,8.0373,,,,,,,,,,,,,,,宁夏回族自治区
吴忠市,盐池县,2022,8.7217,6.5426,2.1791,,6078,2.4213,1.9086,0.5127,,17968,7001,4109,2892,,21215,宁夏回族自治区
吴忠市,盐池县,2020,8.004,6.0276,1.9764,,5136,1.9081,1.431,0.4771,,15745,6969,4280,2689,,18266,宁夏回族自治区
武威市,天祝藏族自治县,2023,10.7588,7.5915,3.1673,9295,5931,,0.5549,,9563,4209,11228,8364,2864,21190,21541,甘肃省
武威市,天祝藏族自治县,2021,10.7793,7.9971,2.7822,7077,4850,0.9133,0.5217,0.3916,7672,9744,10690,8175,2515,19748,17822,甘肃省
武威市,天祝藏族自治县,2019,10.8715,8.1615,2.71,6079,4049,0.7861,0.4146,0.3715,5163,7901,10578,8257,2321,21900,14400,甘肃省
武威市,天祝藏族自治县,2018,,10.692,2.6633,5816.16,3558.49,0.8763,0.5207,0.3556,4882,6673,10079,8061,2018,3075,6251,甘肃省
西安市,鄠邑区,2023,23.24,,,,,4.56,,,,,10700,,,,,陕西省
西安市,鄠邑区,2022,23.02,,,,,4.3,,,,,10800,,,,,陕西省
西安市,鄠邑区,2021,23.12,,,,,3.94,,,,,11100,,,,,陕西省
西安市,鄠邑区,2020,23.27,,,,,3.57,,,,,11200,,,,,陕西省
西宁市,大通回族土族自治县,2023,25.2489,,,,11132.6,5.0027,,,,78827.26,7945,,,,29862.08,青海省
西宁市,大通回族土族自治县,2022,25.4614,,,,11200,2.9521,1.0968,1.8553,,87800,8511,,,,32200,青海省
西宁市,湟源县,2022,6.9331,,,,,1.1371,,,,,4090,,,,,青海省
西双版纳傣族自治州,勐海县,2023,20.5145,,,,,2.9662,2.1252,0.841,,,6477,2844,3633,,,云南省
西双版纳傣族自治州,勐海县,2022,20.58,,,,,2.7214,1.903,0.8184,,,9808,6301,3507,,,云南省
西双版纳傣族自治州,勐海县,2021,20.5085,,,,,2.5653,1.7769,0.7884,,,9799,6394,3405,,,云南省
锡林郭勒盟,苏尼特左旗,2023,1.206,,,,,0.7442,,,,,3922,,,,,内蒙古自治区
锡林郭勒盟,太仆寺旗,2021,9.58,5.9965,3.5835,2865,7753,1.9488,0.9009,1.0479,9831,31900,7527,4254,3273,9271,22395,内蒙古自治区
咸宁市,嘉鱼县,2023,14.64,,,,,,,,,72984,,,,,35121,湖北省
咸宁市,嘉鱼县,2022,15.05,,,,,,,,,102200,,,,,31259,湖北省
咸宁市,嘉鱼县,2021,15.66,,,,,,,,,130058,,,,,29858,湖北省
咸宁市,嘉鱼县,2020,15.51,,,,,,,,,62144,,,,,25914,湖北省
咸宁市,嘉鱼县,2019,15.39,,,,,,,,,55376,,,,,22372,湖北省
咸宁市,嘉鱼县,2018,12.53,,,,,,,,,47926,,,,,22495,湖北省
咸宁市,嘉鱼县,2016,12.82,,,,,,,,,36176,,,,,14551,湖北省
咸宁市,嘉鱼县,2015,12.66,,,,,,,,,31528,,,,,13184,湖北省
咸宁市,嘉鱼县,2014,13.03,,,,,,,,,26556,,,,,14049,湖北省
咸宁市,嘉鱼县,2013,13.43,,,,,,,,,22119,,,,,7379,湖北省
咸宁市,嘉鱼县,2012,12.34,,,,,,,,,18333,,,,,5189,湖北省
咸宁市,嘉鱼县,2011,,,,,,,,,,13631,,,,,4830,湖北省
咸宁市,嘉鱼县,2010,,,,,,,,,,9424,,,,,4981,湖北省
咸宁市,嘉鱼县,2009,,,,,,,,,,7658,,,,,4380,湖北省
咸宁市,嘉鱼县,2008,,,,,,,,,,6300,,,,,4023,湖北省
咸宁市,嘉鱼县,2007,,,,,,,,,,4783,,,,,3981,湖北省
咸宁市,嘉鱼县,2004,,,,,,1.3249,,,,,6855,,,,,湖北省
咸宁市,通山县,2023,16.8946,,,,,2.1325,,,,,16021,,,,,湖北省
咸宁市,通山县,2022,24.5681,,,,,3.3382,,,,,15646,9237,6407,,,湖北省
咸宁市,通山县,2021,,,,,,3.2269,,,,,15670,9461,6209,,,湖北省
咸宁市,通山县,2021,,,,,,3.2269,,,,,15670,9461,6209,,,湖北省
咸宁市,咸安区,2023,18.0503,11.9552,6.0951,,13470,6.7323,4.2784,2.4539,,62567,17788,10608,7180,,46734,湖北省
咸宁市,咸安区,2020,,11.8027,5.6978,3307.36,8037,,,2.2169,,51516,,,6146,,53117,湖北省
咸阳市,彬州市,2022,20.21,15.07,5.14,,9266.58,2.7,,,,,12600,,,,,陕西省
咸阳市,彬州市,2021,15.5,10.6,4.9,,8702.04,2.63,,,,,12700,,,,,陕西省
咸阳市,彬州市,2020,17.08,12.3,4.78,,8047.25,2.55,,,,,13100,,,,,陕西省
咸阳市,泾阳县,2022,,15.943,6.8127,,,3.931,2.5724,1.3586,,,,,4804,,,陕西省
咸阳市,泾阳县,2021,,15.5989,6.4431,,,4.2196,2.9081,1.3115,,,,,4721,,,陕西省
咸阳市,礼泉县,2022,25.48,16.71,8.77,,12900,,,,,,20730,13502,7228,,,陕西省
咸阳市,乾县,2021,30.21,,,,,,,,,,18470,,,,,陕西省
湘潭市,湘潭县,2020,50.55,,,,,5.6244,,,,,14593,,,,,湖南省
湘潭市,湘乡市,2023,46.3578,,,,20156.73,15.0154,11.6245,3.3909,,95706.04,25870,16573,9297,,52113.9,湖南省
湘潭市,湘乡市,2022,,,,,,8.0388,4.6479,3.3909,,142700,16689,,,54000,53400,湖南省
湘潭市,湘乡市,2021,,,,,19700,5.419,,,38100,,16818,,,23900,49800,湖南省
湘潭市,湘乡市,2020,,,14.4125,4400,,5.2628,2.1201,3.1427,104700,113900,16687,,,23800,,湖南省
湘西土家族苗族自治州,凤凰县,2023,23.33,,,4873.13,9244.77,2.77,,,13802.87,27859.79,14200,,,20765.07,25464.12,湖南省
湘西土家族苗族自治州,凤凰县,2022,23.27,,,3694.51,6879.95,1.468,,,9539,23211.74,9538,,,13565,21967.08,湖南省
湘西土家族苗族自治州,凤凰县,2020,,,,,,1.1964,,,7866,19500,9498,,,13329,19700,湖南省
湘西土家族苗族自治州,吉首市,2023,9.3494,,,,,4.2227,2.4687,1.754,,46567,7923,3835,4088,,,湖南省
湘西土家族苗族自治州,吉首市,2022,11.5957,,,,,4.6995,3.09,1.6095,,34430,7880,4322,3558,,,湖南省
湘西土家族苗族自治州,吉首市,2021,9.2431,,,,,2.8866,1.2851,1.6015,,38761,7964,4479,3485,,,湖南省
湘西土家族苗族自治州,吉首市,2020,11.6378,,,,,2.5319,1.0637,1.4682,,34347,7808,4390,3418,,,湖南省
湘西土家族苗族自治州,龙山县,2023,28.08,,,3662,,3.92,,,25723,,13600,,,23306,,湖南省
湘西土家族苗族自治州,龙山县,2022,28.55,,,17062.25,,3.82,,,26191,,13600,,,22754.16,,湖南省
湘西土家族苗族自治州,龙山县,2021,28.431,,,3514.16,,3.69,,,20381.5,,13700,,,23313.27,,湖南省
湘西土家族苗族自治州,龙山县,2020,8.205025,,,11806.59,,1.157791667,,,33282.44,,5066.666667,,,28276.91,,湖南省
湘西土家族苗族自治州,龙山县,2019,28.41,,,3238.5,,2.65,,,24703.82,,13100,,,22631.86,,湖南省
湘西土家族苗族自治州,龙山县,2018,27.76,,,3204.29,,2.3,,,37511.91,,13000,,,23060.51,,湖南省
湘西土家族苗族自治州,龙山县,2017,27.02,14.94,12.08,2873.67,,2.08,1.33,0.75,20876.08,,12700,,,19899.77,,湖南省
襄阳市,谷城县,2022,28.67,19.06416667,9.605833333,,15300,6.1396,3.8297,2.3001,,59887,20151,11571,8580,,,湖北省
孝感市,大悟县,2021,22.4,,,5108.39,,,,,,,11438,,,19835,,湖北省
孝感市,孝昌县,2021,29.077,,,,,2.4137,,,,,9452,,,,,湖北省
孝感市,应城市,2023,29.7191,,,,,,,,,,,,,,,湖北省
信阳市,固始县,2023,38.8388,,,11639,43575,15.4881,,,123000,124000,26265,12028,14237,28438,69486,河南省
信阳市,固始县,2022,89.95,,,65312,33264,14.8556,,,113200,116100,40572,,,33943,64552,河南省
信阳市,固始县,2021,83.62,,,12248.29,32000,13.8132,,,59074,91006,41454,,,41526,59059,河南省
信阳市,潢川县,2023,46.9,,,,,4.27,,,,,25000,,,,,河南省
兴安盟,阿尔山市,2022,0.6466,0.5289,0.1177,,,2.042,1.1236,0.9184,,,3559,2723,836,,,内蒙古自治区
兴安盟,科尔沁右翼中旗,2023,12.576,,,1828.98,5142.63,3.2556,1.6615,1.5941,,44603.02,13719,8861,4858,,32465.33,内蒙古自治区
兴安盟,科尔沁右翼中旗,2021,,12.2415,2.3634,,,2.9201,1.4827,1.4374,,,12862,8555,4307,,,内蒙古自治区
徐州市,沛县,2021,28,,,,,10.32,,,,,21400,,,,,江苏省
徐州市,沛县,2020,28.9,,,,,9.52,,,,,21500,,,,,江苏省
许昌市,鄢陵县,2023,38.2,,,,,2.6,,,,,22000,,,,,河南省
许昌市,鄢陵县,2022,42.84,,,,,1.46,,,,,22000,,,,,河南省
雅安市,名山区,2022,11.748,7.6787,4.0693,,,5.8972,3.4426,2.4546,,,5320,2269,3051,,,四川省
烟台市,莱州市,2022,46.1339,,,,,22.0733,,,,,28476,,,,,山东省
延安市,黄陵县,2022,5.32,,,,,1.65,,,,,,7200,,,,陕西省
延安市,黄龙县,2022,2.4703,,,,,0.5226,,,,,4723,4143,,,,陕西省
延安市,黄龙县,2020,2.5618,,,,,0.4922,,,,,4508,,,,,陕西省
延安市,延川县,2022,8.183,,,,,1.0244,,,,,9303,,,,,陕西省
延安市,延川县,2021,8.18,,,,,0.9856,,,,,9247,,,,,陕西省
延安市,延川县,2020,8.12,,,,,1.0335,,,,,9105,,,,,陕西省
延安市,延川县,2019,7.58,,,,,0.9152,,,,,9091,,,,,陕西省
延安市,延川县,2018,7.58,,,,,0.8702,,,,,8799,,,,,陕西省
延安市,志丹县,2022,7.6444,,,,,1.7169,,,,,9638,,,,,陕西省
延安市,志丹县,2017,6.5895,5.0545,1.535,515.48,,1.3559,1.2464,0.1095,15342,2733,10225,8532,1693,6795,8238,陕西省
扬州市,宝应县,2023,,,,42600,,,,,,,,,,32200,,江苏省
扬州市,宝应县,2021,,,,17100,,,,,,,,,,25500,,江苏省
扬州市,邗江区,2021,3.77,,,,,18.5,,,,,15000,,,,,江苏省
阳泉市,盂县,2022,15.4159,,,,,3.8589,,,,,13026,,,,,山西省
阳泉市,盂县,2021,15.5141,,,,,2.6291,,,,,12714,,,,,山西省
伊犁哈萨克自治州,伊宁县,2022,17.5215,,,,,1.894,,,,,12810,,,,,新疆维吾尔自治区
伊犁哈萨克自治州,伊宁县,2021,18.2836,,,1964.66,,,,,15256.3,,,,,18398.97,,新疆维吾尔自治区
宜宾市,兴文县,2022,15.9961,9.8417,6.1544,12662,8893,3.0466,0.8106,2.236,11321,38002,9234,5389,3845,16137,24614,四川省
宜宾市,叙州区,2022,36.77,,,,24000,9.14,,,,114000,,15000,,,41000,四川省
宜宾市,叙州区,2021,36.86,23.67,13.19,,22700,8.79,4.62,4.17,,105900,14900,8500,6400,,45100,四川省
宜昌市,宜都市,2022,13.8512,,,,,12.7076,,,,,13135,,,,,湖北省
宜昌市,宜都市,2021,14.2,,,,,11.6,,,,,12900,,,,,湖北省
宜昌市,宜都市,2020,14.18,,,,,11.18,,,,,12800,,,,,湖北省
宜昌市,远安县,2023,,,,,,5.2539,2.9842,2.2697,,,,4853,,,,湖北省
宜昌市,远安县,2022,,,,,,5.038,2.8773,2.1607,,,,4891,,,,湖北省
宜昌市,远安县,2021,,,,,,4.8787,2.8088,2.0699,,,,4954,,,,湖北省
宜昌市,长阳土家族自治县,2023,22.9172,14.1521,8.7651,22064,16686,5.5357,3.9278,1.6079,78361,77860,13685,7733,5952,37847,66309,湖北省
宜昌市,长阳土家族自治县,2022,23.1944,14.5742,8.6202,20842,14795,5.3084,3.8335,1.4749,70548,70471,13458,7736,5722,40534,38886,湖北省
宜昌市,长阳土家族自治县,2020,23.0541,15.164,7.8901,14882,11116,4.65,3.3291,1.3209,42694,40709,12717,7248,5469,33187,32792,湖北省
宜昌市,枝江市,2022,20.3566,,,,,,8.183,,,,7891,,,,,湖北省
宜春市,奉新县,2023,11.2586,,,,,6.8988,,,,,11901,,,,,江西省
宜春市,奉新县,2022,12.4387,8.6588,3.7799,1508.12,8336.17,6.4345,,,35969,54264,11566,,,10581,22667,江西省
宜春市,奉新县,2021,12.7085,9.092,3.6165,2289.78,6787.75,5.8475,,,31863,49997,11284,,,10556,21311,江西省
宜春市,奉新县,2020,13.2189,9.776,3.4429,2128.8,5322.33,6.03,3.83,2.2,,,10900,7000,3900,,,江西省
宜春市,上高县,2023,15.79,6.2614,9.5286,3101,,10.9374,7.77,3.1674,61029,83079,12065,7761,4304,15726,24090,江西省
宜春市,上高县,2022,,,,,,10.5276,7.6184,2.9092,44089,76455,11741,7697,4044,11443,22551,江西省
宜春市,袁州区,2022,37.0805,,,,,17.1928,,,,,19741,,,,,江西省
宜春市,袁州区,2021,37.1156,,,,,16.5913,,,,,19521,,,,,江西省
宜春市,袁州区,2020,37.5597,,,,,15.5088,,,,,19272,,,,,江西省
宜春市,樟树市,2020,29.1088,,,,,8.5768,,,,,16345,,,,,江西省
益阳市,大通湖区,2023,3.18,2.78,0.4,,,2.68,0.08,2.6,,,3500,2000,1500,,,湖南省
益阳市,大通湖区,2022,3.31,2.95,0.36,,,2.73,0.13,2.6,,,2000,600,1400,,,湖南省
益阳市,大通湖区,2021,3.2,2.91,0.29,,,2.81,0.3,2.51,,,2100,700,1400,,,湖南省
益阳市,大通湖区,2020,3.28,2.95,0.33,,,2.68,0.2,2.48,,,2200,900,1300,,,湖南省
益阳市,赫山区,2021,38.953,,,15288,,4.075,,,38775,,13708,,,24082,,湖南省
益阳市,南县,2023,34.5934,,,,19493.23,8.6732,,,31228.1,,21983,,,20564.26,,湖南省
永州市,江华瑶族自治县,2021,,,,,,2.35,,,,,10500,,,,,湖南省
永州市,冷水滩区,2021,,16.0636,5.2582,8525.69,9655.31,7.5944,,,30386.93,,18354,,,18688.06,,湖南省
永州市,冷水滩区,2020,15.9898,10.2519,5.7379,8338.26,9028.67,5.0343,,,38723.19,,12700,,,18751.84,,湖南省
永州市,零陵区,2020,33.01,,,,,2.389,,,21666,,20899,,,,,湖南省
榆林市,榆阳区,2023,21.44,,,,,9.86,,,,,22700,,,,,陕西省
榆林市,榆阳区,2022,21.4,,,,,5.5,,,,,23000,,,,,陕西省
榆林市,榆阳区,2021,21.65,,,,,6.05,,,,,22100,,,,,陕西省
玉溪市,峨山彝族自治县,2023,9.2425,,,,,1.9201,,,,,4609,,,,,云南省
玉溪市,峨山彝族自治县,2022,9.27,,,,,1.33,,,,,4667,,,,,云南省
玉溪市,华宁县,2023,12.4325,9.2225,3.21,4047.995,5688.5,1.5171,1.1584,0.3587,,,5083,2575,2508,,,云南省
玉溪市,华宁县,2022,12.5214,9.4514,3.07,4340,4999,1.306,0.96,0.346,,,5101,2681,2420,,,云南省
玉溪市,华宁县,2020,12.509,9.669,2.84,6950,4345,0.8462,0.5217,0.3245,,,5105,2929,2176,,,云南省
玉溪市,江川区,2023,15.76,,,,,2.8483,,,,,5412,,,,,云南省
玉溪市,江川区,2022,15.842,,,,,2.5711,,,,,5436,,,,,云南省
玉溪市,通海县,2014,16.2556,,,,,0.8645,,,,,6007,,,,,云南省
玉溪市,通海县,2013,16.233,,,,,0.8595,,,,,5813,,,,,云南省
玉溪市,通海县,2012,16.4629,,,,,0.8573,,,,,5905,,,,,云南省
玉溪市,通海县,2011,12.9477,,,,,0.7377,,,,,5765,,,,,云南省
玉溪市,通海县,2010,,,,,,0.7118,,,,,5705,,,,,云南省
玉溪市,通海县,2008,,,,,,0.6524,,,,,5599,,,,,云南省
玉溪市,通海县,2007,,,,,,0.7027,,,,,5714,,,,,云南省
玉溪市,易门县,2022,10.2382,,,4569,4511,0.7695,0.553,0.2165,11061,7550,4768,2507,2261,10561,14249,云南省
玉溪市,易门县,2021,10.2404,,,5777,4345,0.7879,0.5758,0.2121,11123,6912,4831,2662,2169,10521,13014,云南省
玉溪市,易门县,2020,10.1463,,,6451,3474,0.7159,0.5056,0.2103,5709,8451,4810,2702,2108,10345,12256,云南省
玉溪市,元江哈尼族彝族傣族自治县,2023,11.4426,,,2474.61,4578.52,2.2901,1.6917,0.5984,13278.45,23597.43,9076,6246,2830,13854.45,18204.17,云南省
玉溪市,元江哈尼族彝族傣族自治县,2022,11.44,,,2584.56,4282.12,2.1315,1.5566,0.5749,12601.5,12181.83,8276,5594,2682,13414.33,16736.83,云南省
玉溪市,元江哈尼族彝族傣族自治县,2021,11.424,,,1992,3878,1.9445,1.3889,0.5556,,,8157,5617,2540,,,云南省
玉溪市,元江哈尼族彝族傣族自治县,2020,11.3533,,,1320.88,3577.46,1.2437,,,,,5691,,,,,云南省
岳阳市,云溪区,2020,4.7539,,,,,2.4194,,,14987,,3673,,,,,湖南省
云浮市,新兴县,2020,20.44,,,,,7.42,,,,,14900,,,,,广东省
枣庄市,山亭区,2022,31.52,,,,,3.01,,,,,14300,,,,,山东省
枣庄市,山亭区,2021,31.52,,,,,2.99,,,,,9862,,,,,山东省
枣庄市,台儿庄区,2020,17.44,,,,,4.15,3.397,0.753,,,7191,3421,3770,,,山东省
枣庄市,滕州市,2023,,,,67300,,,,,,,,,,,,山东省
枣庄市,滕州市,2020,,,,,47600,,,,,,,,,,,山东省
枣庄市,薛城区,2023,,,,7322,,,,,75428,,,,,24039,,山东省
枣庄市,薛城区,2022,,,,7981,,,,,60420,,,,,18606,,山东省
枣庄市,枣庄市中区,2020,11.9,5.2486,6.6514,,,6.4822,5.2322,1.25,38900,39000,14797,9736,5061,16500,31500,山东省
张家界市,桑植县,2022,28.28,,,5685,,,2.1629,,12678,,,10590,,,,湖南省
张家界市,桑植县,2021,28.37,,,15287,,,2.1495,,10635,,,10670,,,,湖南省
张掖市,甘州区,2023,24.5607,,,,,3.9955,,,,,16158,,,,,甘肃省
张掖市,甘州区,2022,24.7803,,,,,3.7913,,,,,16311,,,,,甘肃省
张掖市,甘州区,2021,24.851,,,,,2.0226,,,,,11440,,,,,甘肃省
张掖市,甘州区,2020,24.9805,,,,,1.1207,,,,,11362,,,,,甘肃省
张掖市,民乐县,2022,13.2259,,,,,0.4756,,,,,15311,,,,,甘肃省
张掖市,民乐县,2021,13.352,,,,,0.46,,,,,14515,,,,,甘肃省
张掖市,山丹县,2022,10.2455,,,,4169.59,1.7017,,,,22994.49,7951,,,,15104.18,甘肃省
张掖市,山丹县,2020,10.1613,,,,3301.92,0.8169,,,,19555.04,7653,,,,12990.74,甘肃省
张掖市,山丹县,2019,10.1621,,,,3282.14,0.6968,,,,18753.13,5024,,,,10928.16,甘肃省
张掖市,山丹县,2018,10.3391,,,,3168,0.5988,,,,17289,5176,,,,10020,甘肃省
长沙市,长沙县,2010,,,11.0043,,8062,7.6452,,,30722,,,11603,,7944,,湖南省
长沙市,长沙县,2009,,10.2098,,,919,4.8904,,,22719,,11776,,,8011,,湖南省
长沙市,长沙县,2007,,,,,,3.291,,,13000,5000,11917,,,9000,8000,湖南省
长沙市,长沙县,2006,,,,,,,,,7482,4320,,,,6124,5515,湖南省
长治市,黎城县,2022,8.3544,,,,,1.0586,,,,,4821,,,,,山西省
长治市,黎城县,2020,8.2262,,,,,1.6304,,,,,7466,,,,,山西省
长治市,黎城县,2018,8.1372,,,,,1.1036,,,,,7500,,,,,山西省
长治市,潞州区,2022,15.1667,,,,,4.8229,,,,,13189,,,,,山西省
长治市,潞州区,2020,14.9463,,,,,3.4212,,,,,8850,,,,,山西省
长治市,沁县,2022,8.0206,,,,,1.1212,0.729,0.3922,,,7546,4126,3420,,,山西省
长治市,沁县,2004,,,,,,,,,,,,,90,,89,山西省
长治市,襄垣县,2023,12.6124,,,1948.5,7660.77,4.3355,,,37311.66,22106.95,9594,,,11164,19786,山西省
长治市,襄垣县,2022,12.5452,,,,,4.1409,,,,,9358,,,,,山西省
长治市,襄垣县,2021,12.441,,,,,3.4865,,,,,9254,,,,,山西省
长治市,襄垣县,2020,12.2923,,,,,2.997,,,,,9476,,,,,山西省
长治市,长子县,2022,,,,,,2.8761,,,,,10374,,,,,山西省
肇庆市,鼎湖区,2023,9.3482,,,,,4.3391,,,,,4569,,,,,广东省
肇庆市,鼎湖区,2022,9.395,,,,,4.0755,3.7017,0.3738,36835,10376,4497,3107,1390,9870,8859,广东省
肇庆市,鼎湖区,2020,8.7252,8.7247.7106,4.2894,10967,7199.5,3.1211,2.8006,0.3205,12771,8232,,4424,,9109,8041,广东省
镇江市,句容市,2023,,,,,,,,,,,,,,,,江苏省
重庆市,奉节县,2022,39.2846,,,12173.72,,16.2369,,,112915.66,,25223,,,,,重庆市
重庆市,奉节县,2020,39.1685,,,4974,,15.731,,,48681,,24600,,,,,重庆市
重庆市,綦江区,2023,,31.3,12.19,26100,27200,26.62,14.72,11.9,120200,335300,26800,16600,10200,56400,70800,重庆市
重庆市,綦江区,2022,,30.84,10.46,12000,21400,26.15,14.7,11.45,189900,316100,26600,16800,9800,52700,65200,重庆市
重庆市,綦江区,2021,,20.35,10.33,5900,22700,24.87,13.71,11.16,115700,292600,27100,16600,10500,76600,63000,重庆市
重庆市,綦江区,2020,,19.16,11.34,4500,19700,31.12,20.24,10.88,84700,268700,26500,16300,10200,49200,59900,重庆市
舟山市,嵊泗县,2020,2.2348,,,,,3.8968,,,,,,,,,,浙江省
舟山市,嵊泗县,2019,2.5325,,,,,3.722,2.543,1.179,,,,,1831,,,浙江省
舟山市,嵊泗县,2016,2.5901,,,,,,,,,,5075,3432,1643,889.74,926.7,浙江省
株洲市,渌口区,2022,17.7,,,,,,,,,,,,,,,湖南省
株洲市,渌口区,2021,25.65,,,,,,,,,,,,,,,湖南省
株洲市,渌口区,2020,22.04,,,,,,,,,,,,,,,湖南省
株洲市,天元区,2020,6.56,,,,,,8.4,,,,,4183,,,,湖南省
驻马店市,确山县,2022,31.0688,22.4256,8.6432,,,3.5392,2.5762,0.963,,,16965,11112,5853,,,河南省
驻马店市,确山县,2020,30.7251,22.1197,8.6054,,,3.1689,2.2479,0.921,,,16608,11081,5527,,,河南省
驻马店市,驿城区,2022,32.3,,,,,6.95,,,,,20400,,,,,河南省
驻马店市,驿城区,2021,32.26,23.06,9.2,4895,12948,4.9563,2.8831,2.0732,37940,59439,20103,13321,6782,19824,33400,河南省
驻马店市,驿城区,2020,32.186,23.186,9,4686,12324,4.3038,2.2863,2.0175,34092,58266,19793,13096,6697,18774,31126,河南省
资阳市,雁江区,2015,,,,,,,,,,,20000,,,,,四川省
资阳市,雁江区,2010,,,,,,,,,,,25666,,,,,四川省
淄博市,博山区,2022,11.57,,,,,16.72,,,,,14800,,,,,山东省
淄博市,博山区,2021,11.71,,,,,16.87,,,,,14600,,,,,山东省
淄博市,博山区,2020,11.84,,,4100,,9.88,,,47800,,8900,,,17500,,山东省
淄博市,高青县,2023,18,,,,,5.5,,,,,8000,,,,,山东省
淄博市,高青县,2022,18.4,,,,,5.1,,,,,8000,,,,,山东省
淄博市,高青县,2021,18.6,,,,,4.9,,,,,8000,,,,,山东省
淄博市,高青县,2018,18.92,,,,,4.08,,,,,7300,,,,,山东省
淄博市,桓台县,2020,20.13,,,6486.9,,11.23,,,69628.93,,10400,,,20005.64,,山东省
淄博市,桓台县,2020,20.17,,,5719,,10.67,,,97517,,10500,,,20167,,山东省
淄博市,桓台县,2018,20.29,,,5478.56,,10.13,,,79608,,10700,,,21762,,山东省
淄博市,桓台县,2017,20.68,,,,,9.56,,,69505,,10800,,,21245,,山东省
淄博市,张店区,2023,4.79,,,3187,,17.09,,,174000,,12700,,,32000,,山东省
淄博市,张店区,2022,4.91,,,2724.1,,19.24,,,151600,,12400,,,31200,,山东省
淄博市,张店区,2021,4.88,,,2327.84,,18.8,,,142700,,12200,,,23000,,山东省
淄博市,张店区,2020,9.21,,,3805.28,,17.25,,,83200,,11700,,,23000,,山东省
淄博市,周村区,2020,7.6348,,,,,8.0046,,,,,,6955,,,,山东省
遵义市,播州区,2023,36.05,,,,,9.04,6.74,2.3,,,23000,16700,6300,,,贵州省
遵义市,播州区,2022,36.42,,,,,8.71,6.52,2.19,,,22600,16500,6100,,,贵州省
遵义市,播州区,2020,36.3379,,,,,9.8583,,,,,22041,,,,,贵州省
遵义市,红花岗区,2023,8.17,,,,,14.66,,,,,17000,,,,,贵州省
遵义市,红花岗区,2022,8.14,,,,,14.92,,,,,16800,,,,,贵州省
遵义市,绥阳县,2019,21.4178,,,,,,,,,,12508,,,,,贵州省
遵义市,务川仡佬族苗族自治县,2023,20.1716,,,,,2.1285,,,,,11941,,,,,贵州省
遵义市,务川仡佬族苗族自治县,2022,19.8757,,,,,2.0466,,,,,11597,,,,,贵州省
